"cod_centro","barrio","titular","rut","coords"
"110939","32","SALMONES MULTIEXPORT S.A.","79891160-0","72.82715,44.7370166666667"
"110940","21C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7143333333333,44.9254944444444"
"110941","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7233722222222,44.1591055555556"
"110942","34","SALMONES MULTIEXPORT S.A.","79891160-0","73.1234027777778,43.8912916666667"
"110943","34","SALMONES MULTIEXPORT S.A.","79891160-0","73.2565444444444,44.0268111111111"
"110944","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7665638888889,44.3328333333333"
"110945","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.2204055555556,44.71545"
"110946","23A","CAMACHO SANTIBAÑEZ"," GONZALO ALEJANDRO","7527284-7,74.0854138888889,45.580575"
"110947","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.092,44.7686"
"110948","22D","AYSÉN SPA","76917368-4","74.1047083333333,45.5134638888889"
"110949","24","AUSTRALIS MAR S.A.","76003885-7","73.8665222222222,45.5979"
"110950","32","SALMONES MULTIEXPORT S.A.","79891160-0","72.8478277777778,44.7465555555556"
"110951","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8758944444444,44.5885361111111"
"110952","22D","AUSTRALIS MAR S.A.","76003885-7","73.9406138888889,45.4647333333333"
"110953","22D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","74.3389638888889,45.5184666666667"
"110954","28B","SALMONES ANTARTICA S.A.","86100500-3","72.8533833333333,45.4493972222222"
"120007","49A","SALMONES TIERRA DEL FUEGO LTDA.","79825270-4","72.0274138888889,52.5474222222222"
"120008","44","NOVA AUSTRAL S.A.","96892540-7","72.6533027777778,51.6332916666667"
"120013","45","CAMERON S.A.","96569600-8","72.5251888888889,51.7346527777778"
"120023","45","NOVA AUSTRAL S.A.","96892540-7","72.6377083333333,51.8240583333333"
"120029","45","NOVA AUSTRAL S.A.","96892540-7","72.5779694444444,51.7974805555556"
"120035","45","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.6012722222222,51.8094888888889"
"120036","45","NOVA AUSTRAL S.A.","96892540-7","72.5466222222222,51.69185"
"120043","45","NOVA AUSTRAL S.A.","96892540-7","72.6219138888889,51.6655916666667"
"120045","45","SEAMAG S.A.","96779770-7","72.9182638888889,51.7537888888889"
"120051","49B","PESCA SURIBERICA S.A.","96536930-9","71.4012333333333,52.7968166666667"
"120052","45","ACUICOLA CORDILLERA LTDA.","76787060-4","72.7180555555556,51.8263944444444"
"120054","44","NOVA AUSTRAL S.A.","96892540-7","72.6633722222222,51.5980027777778"
"120061","45","NOVA AUSTRAL S.A.","96892540-7","72.7538583333333,51.8081972222222"
"120062","45","NOVA AUSTRAL S.A.","96892540-7","72.4813111111111,51.7748194444444"
"120063","45","NOVA AUSTRAL S.A.","96892540-7","72.8336277777778,51.7611555555556"
"120064","44","SALMOTEC S.A.","89651400-8","72.7316194444444,51.5688805555556"
"120065","46","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.6773972222222,52.114725"
"120066","46","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.56365,52.1923694444444"
"120067","56","NOVA AUSTRAL S.A.","96892540-7","71.2177583333333,54.1458222222222"
"120068","56","NOVA AUSTRAL S.A.","96892540-7","71.1232916666667,54.1001694444444"
"120069","56","NOVA AUSTRAL S.A.","96892540-7","71.2152333333333,54.0995916666667"
"120070","56","NOVA AUSTRAL S.A.","96892540-7","71.1356194444444,54.1515222222222"
"120071","56","NOVA AUSTRAL S.A.","96892540-7","71.2013277777778,54.0944305555556"
"120073","45","CAMERON S.A.","96569600-8","72.8893861111111,51.7501361111111"
"120074","45","CAMERON S.A.","96569600-8","72.8911666666667,51.7555666666667"
"120076","44","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.8727138888889,51.5434777777778"
"120077","47A","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.8883972222222,52.271125"
"120078","47A","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9078,52.2152333333333"
"120079","47A","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.8703583333333,52.1764555555556"
"120080","47A","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.8850333333333,52.253675"
"120081","47B","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.84445,52.1220694444444"
"120083","47B","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.8172916666667,52.0747944444444"
"120084","47B","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.8089833333333,52.0898583333333"
"120085","54A","NOVA AUSTRAL S.A.","96892540-7","71.5392944444444,53.9521222222222"
"120087","55","NOVA AUSTRAL S.A.","96892540-7","71.2691694444444,54.0301416666667"
"120088","54B","NOVA AUSTRAL S.A.","96892540-7","71.4373805555556,53.98255"
"120089","54A","NOVA AUSTRAL S.A.","96892540-7","71.5040944444444,53.9792277777778"
"120090","55","NOVA AUSTRAL S.A.","96892540-7","71.2583333333333,54.0999638888889"
"120091","54A","NOVA AUSTRAL S.A.","96892540-7","71.5291805555556,53.9654055555556"
"120092","56","NOVA AUSTRAL S.A.","96892540-7","71.1068416666667,54.0808416666667"
"120094","45","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9614666666667,51.7676694444444"
"120095","45","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9083472222222,51.7565555555556"
"120096","55","NOVA AUSTRAL S.A.","96892540-7","71.2506388888889,54.0764583333333"
"120097","54B","NOVA AUSTRAL S.A.","96892540-7","71.400275,54.0531916666667"
"120107","49A","CERMAQ CHILE S.A.","79784980-4","72.4106305555556,52.6231388888889"
"120108","49A","CERMAQ CHILE S.A.","79784980-4","72.2980055555555,52.5544194444444"
"120109","49A","CERMAQ CHILE S.A.","79784980-4","72.3644611111111,52.5884222222222"
"120110","50A","CERMAQ CHILE S.A.","79784980-4","72.3724055555555,52.6287888888889"
"120111","50A","CERMAQ CHILE S.A.","79784980-4","72.4065805555556,52.6470472222222"
"120112","50A","CERMAQ CHILE S.A.","79784980-4","72.4181861111111,52.6669916666667"
"120113","45","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9053638888889,51.77045"
"120114","48","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9301222222222,52.0673583333333"
"120115","50A","CERMAQ CHILE S.A.","79784980-4","72.3942722222222,52.6352333333333"
"120116","49A","CERMAQ CHILE S.A.","79784980-4","72.3384833333333,52.5615833333333"
"120117","47A","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9327194444444,52.2301138888889"
"120118","49A","CERMAQ CHILE S.A.","79784980-4","72.3843527777778,52.60455"
"120122","47A","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9224583333333,52.2580444444444"
"120124","57","NOVA AUSTRAL S.A.","96892540-7","71.6750611111111,54.4623277777778"
"120126","57","NOVA AUSTRAL S.A.","96892540-7","71.8909027777778,54.4857"
"120127","57","NOVA AUSTRAL S.A.","96892540-7","71.5427555555556,54.5401777777778"
"120128","54B","NOVA AUSTRAL S.A.","96892540-7","71.3971916666667,54.0808777777778"
"120129","49B","BLURIVER SPA.","76794340-7","71.8558694444444,52.6854472222222"
"120130","49B","BLURIVER SPA.","76794340-7","71.9089861111111,52.67295"
"120131","46","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","72.9208666666667,51.9300083333333"
"120132","50B","CERMAQ CHILE S.A.","79784980-4","72.5777333333333,52.8562083333333"
"120133","48","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.1208722222222,52.2205138888889"
"120134","52","AUSTRALIS MAR S.A.","76003885-7","73.5980222222222,53.1101"
"120135","48","PROCESADORA DE ALIMENTOS ASF SPA.","76230946-7","73.0251138888889,52.1809416666667"
"120136","48","AUSTRALIS MAR S.A.","76003885-7","72.9310138888889,52.0365333333333"
"120137","46","AUSTRALIS MAR S.A.","76003885-7","72.9465138888889,51.970525"
"120138","52","AUSTRALIS MAR S.A.","76003885-7","73.5519138888889,53.1470444444444"
"120139","48","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.0009055555556,52.0743638888889"
"120140","47B","AUSTRALIS MAR S.A.","76003885-7","72.7611388888889,52.0837027777778"
"120141","48","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.0184833333333,52.1075861111111"
"120142","48","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.0800361111111,52.1754055555556"
"120143","50B","CERMAQ CHILE S.A.","79784980-4","72.5967333333333,52.7733638888889"
"120144","50B","CERMAQ CHILE S.A.","79784980-4","72.5339694444444,52.837125"
"120145","50B","CERMAQ CHILE S.A.","79784980-4","72.7096972222222,52.8966666666667"
"120146","50B","CERMAQ CHILE S.A.","79784980-4","72.3616222222222,52.7713"
"120147","46","AUSTRALIS MAR S.A.","76003885-7","72.7823333333333,51.9445888888889"
"120148","42","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.7611055555556,51.4423166666667"
"120149","42","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.7958083333333,51.4075166666667"
"120150","50B","CERMAQ CHILE S.A.","79784980-4","72.6373777777778,52.7380861111111"
"120151","43B","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.4653666666667,51.9621277777778"
"120152","52","AUSTRALIS MAR S.A.","76003885-7","73.5014527777778,53.2296305555556"
"120153","43A","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.5170083333333,51.8928638888889"
"120155","43B","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.4126222222222,52.0118833333333"
"120156","50B","CERMAQ CHILE S.A.","79784980-4","72.4377861111111,52.8168722222222"
"120158","50B","BLURIVER SPA.","76794340-7","72.3974222222222,52.7655027777778"
"120160","42","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.86315,51.3783805555556"
"120162","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.7801972222222,53.1692555555556"
"120163","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.8299055555556,53.1797861111111"
"120164","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.91655,53.0698916666667"
"120165","50B","BLURIVER SPA.","76794340-7","72.4525111111111,52.8484388888889"
"120166","48","SERVICIOS DE ACUICULTURA ACUIMAG S. A.","78754560-2","73.0507777777778,52.1449722222222"
"120167","49B","SALMONES ALPEN LTDA.","76005426-7","71.9551666666667,52.6479777777778"
"120168","49A","TRUSAL S.A.","96566740-7","71.6372027777778,52.5869694444444"
"120169","49A","TRUSAL S.A.","96566740-7","72.1015388888889,52.5771194444444"
"120170","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.5144638888889,52.7858722222222"
"120171","43B","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.5156166666667,51.944125"
"120172","43B","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.4375472222222,51.9864833333333"
"120173","43A","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.4702444444444,51.895775"
"120174","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.3216305555556,52.8151166666667"
"120175","50B","SALMONES ALPEN LTDA.","76005426-7","72.3969277777778,52.7200222222222"
"120176","49B","SALMONES ALPEN LTDA.","76005426-7","72.2051194444444,52.687475"
"120177","49B","CERMAQ CHILE S.A.","79784980-4","72.12185,52.6333638888889"
"120180","50B","EMPRESAS AQUACHILE S.A.","86247400-7","72.5258333333333,52.7153638888889"
"120181","43A","MULTIEXPORT PATAGONIA S.A.","76769420-2","73.5421194444444,51.8530777777778"
"120182","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.5751194444444,52.8168333333333"
"120183","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.8840083333333,53.0452111111111"
"120184","50B","EMPRESAS AQUACHILE S.A.","86247400-7","72.3012805555556,52.7309444444444"
"120185","53","BLURIVER SPA.","76794340-7","72.7411416666667,53.2702277777778"
"120186","53","BLURIVER SPA.","76794340-7","72.8026472222222,53.1363138888889"
"120187","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.7849916666667,53.2269305555556"
"120188","49B","SALMONES ALPEN LTDA.","76005426-7","71.722275,52.6689583333333"
"120189","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.4956277777778,52.8530111111111"
"120190","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.8317583333333,53.2088472222222"
"120191","52","PROCESADORA DE ALIMENTOS ASF SPA.","76230946-7","73.5567861111111,53.2028666666667"
"120192","53","ACUICOLA CORDILLERA LTDA.","76787060-4","72.7478805555556,53.1932388888889"
"120193","49A","EMPRESAS AQUACHILE S.A.","86247400-7","71.88545,52.5806416666667"
"120194","49B","SALMONES BLUMAR S.A.","76653690-5","72.1811416666667,52.6613444444444"
"120195","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.37795,52.7977777777778"
"120196","53","SALMONES BLUMAR S.A.","76653690-5","73.0356722222222,53.0556277777778"
"120208","49B","SALMONES FROWARD LTDA","76140476-8","71.6773444444444,52.6701111111111"
"120216","50B","TRUSAL S.A.","96566740-7","72.662,-52.839"
"120215","50B","TRUSAL S.A.","96566740-7","72.691,-52.869"
"120223","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.4208,52.8201"
"120222","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.6141,52.8349"
"120221","51","SALMONES ISLAS DEL SUR LTDA.","76787110-4","73.2781,52.7830"
"120220","52","ACUICOLA CORDILLERA LTDA.","76787060-4","73.4208,52.8201"
"120217","52","ACUICOLA CORDILLERA LTDA.","76787060-4","73.53078,53.17556"
"120211","52","SALMONES BLUMAR MAGALLANES SPA.","76794340-7","73.53078,53.17556"
"120210","52","SALMONES BLUMAR MAGALLANES SPA.","76794340-7","73.5471,53.1189"
"120123","58","NOVA AUSTRAL S.A.","96892540-7","71.4752,54.4833"
